"tags","features","artist_name","track_name"
"[]","{""danceability"":0.715,""energy"":0.584,""key"":0,""loudness"":-7.963,""mode"":0,""speechiness"":0.0669,""acousticness"":0.576,""instrumentalness"":0.438,""liveness"":0.0863,""valence"":0.388,""tempo"":129.949,""type"":""audio_features"",""id"":""2dXC8tMclvkMWqPj3GpXWw"",""uri"":""spotify:track:2dXC8tMclvkMWqPj3GpXWw"",""track_href"":""https://api.spotify.com/v1/tracks/2dXC8tMclvkMWqPj3GpXWw"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/2dXC8tMclvkMWqPj3GpXWw"",""duration_ms"":325384,""time_signature"":4}","Modulogeek","The Boy Who Flew"
"[]","{""danceability"":0.675,""energy"":0.598,""key"":6,""loudness"":-9.905,""mode"":0,""speechiness"":0.0293,""acousticness"":0.662,""instrumentalness"":0.0952,""liveness"":0.219,""valence"":0.568,""tempo"":93.007,""type"":""audio_features"",""id"":""38kW1VVoZ5BepP82wQFkJ9"",""uri"":""spotify:track:38kW1VVoZ5BepP82wQFkJ9"",""track_href"":""https://api.spotify.com/v1/tracks/38kW1VVoZ5BepP82wQFkJ9"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/38kW1VVoZ5BepP82wQFkJ9"",""duration_ms"":262187,""time_signature"":4}","Gryffin","Whole Heart - Mansionair Remix"
"[]","{""danceability"":0.602,""energy"":0.614,""key"":11,""loudness"":-6.058,""mode"":0,""speechiness"":0.0633,""acousticness"":0.626,""instrumentalness"":0.021,""liveness"":0.0738,""valence"":0.333,""tempo"":137.992,""type"":""audio_features"",""id"":""0IG0bhR18uNnfSa6nS0r0h"",""uri"":""spotify:track:0IG0bhR18uNnfSa6nS0r0h"",""track_href"":""https://api.spotify.com/v1/tracks/0IG0bhR18uNnfSa6nS0r0h"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0IG0bhR18uNnfSa6nS0r0h"",""duration_ms"":226063,""time_signature"":4}","Rynn","Islands"
"[]","{""danceability"":0.71,""energy"":0.443,""key"":3,""loudness"":-8.943,""mode"":1,""speechiness"":0.0258,""acousticness"":0.255,""instrumentalness"":0.756,""liveness"":0.114,""valence"":0.562,""tempo"":105.97,""type"":""audio_features"",""id"":""6Qy8okHotD93z9duwNrcbO"",""uri"":""spotify:track:6Qy8okHotD93z9duwNrcbO"",""track_href"":""https://api.spotify.com/v1/tracks/6Qy8okHotD93z9duwNrcbO"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/6Qy8okHotD93z9duwNrcbO"",""duration_ms"":167606,""time_signature"":4}","LVGOON","Lunar Phases"
"[]","{""danceability"":0.834,""energy"":0.224,""key"":1,""loudness"":-14.403,""mode"":0,""speechiness"":0.0768,""acousticness"":0.555,""instrumentalness"":0.829,""liveness"":0.11,""valence"":0.315,""tempo"":107.995,""type"":""audio_features"",""id"":""5MSESSnEpFYnYrMf5Wyqs8"",""uri"":""spotify:track:5MSESSnEpFYnYrMf5Wyqs8"",""track_href"":""https://api.spotify.com/v1/tracks/5MSESSnEpFYnYrMf5Wyqs8"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/5MSESSnEpFYnYrMf5Wyqs8"",""duration_ms"":156125,""time_signature"":4}","Justin Jay","Home Pt. 2"
"[]","{""danceability"":0.854,""energy"":0.631,""key"":11,""loudness"":-8.197,""mode"":0,""speechiness"":0.0452,""acousticness"":0.884,""instrumentalness"":0.00999,""liveness"":0.202,""valence"":0.609,""tempo"":119.986,""type"":""audio_features"",""id"":""4Z3P5tSmsB7BkFHFc38dz7"",""uri"":""spotify:track:4Z3P5tSmsB7BkFHFc38dz7"",""track_href"":""https://api.spotify.com/v1/tracks/4Z3P5tSmsB7BkFHFc38dz7"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/4Z3P5tSmsB7BkFHFc38dz7"",""duration_ms"":228062,""time_signature"":4}","slenderbodies","anemone"
"[]","{""danceability"":0.253,""energy"":0.129,""key"":4,""loudness"":-15.192,""mode"":0,""speechiness"":0.033,""acousticness"":0.845,""instrumentalness"":0.453,""liveness"":0.0912,""valence"":0.0625,""tempo"":76.766,""type"":""audio_features"",""id"":""1cdUHUrtGjPdR4dQC4UD0V"",""uri"":""spotify:track:1cdUHUrtGjPdR4dQC4UD0V"",""track_href"":""https://api.spotify.com/v1/tracks/1cdUHUrtGjPdR4dQC4UD0V"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1cdUHUrtGjPdR4dQC4UD0V"",""duration_ms"":241664,""time_signature"":5}","Leftenent","We Can Do Better"
"[]","{""danceability"":0.58,""energy"":0.866,""key"":10,""loudness"":-5.466,""mode"":1,""speechiness"":0.0616,""acousticness"":0.0118,""instrumentalness"":0.715,""liveness"":0.324,""valence"":0.409,""tempo"":104.946,""type"":""audio_features"",""id"":""3Y6kCTParLxJfQqPYGm2J1"",""uri"":""spotify:track:3Y6kCTParLxJfQqPYGm2J1"",""track_href"":""https://api.spotify.com/v1/tracks/3Y6kCTParLxJfQqPYGm2J1"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/3Y6kCTParLxJfQqPYGm2J1"",""duration_ms"":295500,""time_signature"":4}","Jakub Zytecki","Mandala"
"[]","{""danceability"":0.449,""energy"":0.426,""key"":8,""loudness"":-11.474,""mode"":1,""speechiness"":0.0375,""acousticness"":0.0363,""instrumentalness"":0.86,""liveness"":0.0826,""valence"":0.0369,""tempo"":113.043,""type"":""audio_features"",""id"":""1PL2ph7B5gw1liqo469Qdf"",""uri"":""spotify:track:1PL2ph7B5gw1liqo469Qdf"",""track_href"":""https://api.spotify.com/v1/tracks/1PL2ph7B5gw1liqo469Qdf"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1PL2ph7B5gw1liqo469Qdf"",""duration_ms"":178407,""time_signature"":3}","Julian Cisneros","Northern Lights"
"[]","{""danceability"":0.425,""energy"":0.339,""key"":7,""loudness"":-11.939,""mode"":1,""speechiness"":0.0321,""acousticness"":0.502,""instrumentalness"":0.00000992,""liveness"":0.11,""valence"":0.356,""tempo"":90.051,""type"":""audio_features"",""id"":""1hQlbRsNxOtave3WLskh61"",""uri"":""spotify:track:1hQlbRsNxOtave3WLskh61"",""track_href"":""https://api.spotify.com/v1/tracks/1hQlbRsNxOtave3WLskh61"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1hQlbRsNxOtave3WLskh61"",""duration_ms"":223166,""time_signature"":3}","Jens Kuross","We Will Run"
"[]","{""danceability"":0.635,""energy"":0.614,""key"":7,""loudness"":-10.164,""mode"":0,""speechiness"":0.0354,""acousticness"":0.668,""instrumentalness"":0.855,""liveness"":0.108,""valence"":0.325,""tempo"":74.996,""type"":""audio_features"",""id"":""3oQ5PrqrqYEHrRAWIr50uN"",""uri"":""spotify:track:3oQ5PrqrqYEHrRAWIr50uN"",""track_href"":""https://api.spotify.com/v1/tracks/3oQ5PrqrqYEHrRAWIr50uN"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/3oQ5PrqrqYEHrRAWIr50uN"",""duration_ms"":223151,""time_signature"":4}","Frameworks","Save It All"
"[""feel so good""]","{""danceability"":0.668,""energy"":0.631,""key"":11,""loudness"":-8.525,""mode"":1,""speechiness"":0.0984,""acousticness"":0.000675,""instrumentalness"":0.683,""liveness"":0.112,""valence"":0.195,""tempo"":86.995,""type"":""audio_features"",""id"":""2tTKTETeEkkeQD4nQclFyX"",""uri"":""spotify:track:2tTKTETeEkkeQD4nQclFyX"",""track_href"":""https://api.spotify.com/v1/tracks/2tTKTETeEkkeQD4nQclFyX"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/2tTKTETeEkkeQD4nQclFyX"",""duration_ms"":213187,""time_signature"":4}","Arms and Sleepers","Nobody More Than You"
"[]","{""danceability"":0.498,""energy"":0.44,""key"":0,""loudness"":-15.389,""mode"":1,""speechiness"":0.121,""acousticness"":0.743,""instrumentalness"":0.886,""liveness"":0.0921,""valence"":0.0542,""tempo"":173.297,""type"":""audio_features"",""id"":""3MDaoc7qTQwQudhFUX5UCk"",""uri"":""spotify:track:3MDaoc7qTQwQudhFUX5UCk"",""track_href"":""https://api.spotify.com/v1/tracks/3MDaoc7qTQwQudhFUX5UCk"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/3MDaoc7qTQwQudhFUX5UCk"",""duration_ms"":207702,""time_signature"":4}","Kisnou","Forsaken Nights"
"[]","{""danceability"":0.678,""energy"":0.374,""key"":0,""loudness"":-9.387,""mode"":0,""speechiness"":0.0475,""acousticness"":0.561,""instrumentalness"":0.0249,""liveness"":0.103,""valence"":0.0519,""tempo"":82.058,""type"":""audio_features"",""id"":""3XWUy9BZzFYd5cQSDY3nae"",""uri"":""spotify:track:3XWUy9BZzFYd5cQSDY3nae"",""track_href"":""https://api.spotify.com/v1/tracks/3XWUy9BZzFYd5cQSDY3nae"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/3XWUy9BZzFYd5cQSDY3nae"",""duration_ms"":222439,""time_signature"":4}","Benji Lewis","Drift"
"[]","{""danceability"":0.274,""energy"":0.34,""key"":1,""loudness"":-13.259,""mode"":1,""speechiness"":0.0417,""acousticness"":0.723,""instrumentalness"":0.924,""liveness"":0.112,""valence"":0.0363,""tempo"":83.081,""type"":""audio_features"",""id"":""1felmlogIrdo7Rn8lhXc39"",""uri"":""spotify:track:1felmlogIrdo7Rn8lhXc39"",""track_href"":""https://api.spotify.com/v1/tracks/1felmlogIrdo7Rn8lhXc39"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1felmlogIrdo7Rn8lhXc39"",""duration_ms"":206686,""time_signature"":4}","Dreamers Delight","Brooklyn"
"[""electronic""]","{""danceability"":0.71,""energy"":0.692,""key"":8,""loudness"":-7.803,""mode"":0,""speechiness"":0.0462,""acousticness"":0.696,""instrumentalness"":0.536,""liveness"":0.099,""valence"":0.169,""tempo"":99.986,""type"":""audio_features"",""id"":""2EQMHZRKQCYrpd5whehe3j"",""uri"":""spotify:track:2EQMHZRKQCYrpd5whehe3j"",""track_href"":""https://api.spotify.com/v1/tracks/2EQMHZRKQCYrpd5whehe3j"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/2EQMHZRKQCYrpd5whehe3j"",""duration_ms"":220800,""time_signature"":4}","Autograf","Slow Burn"
"[]","{""danceability"":0.864,""energy"":0.395,""key"":11,""loudness"":-8.572,""mode"":1,""speechiness"":0.0408,""acousticness"":0.0188,""instrumentalness"":0.794,""liveness"":0.11,""valence"":0.311,""tempo"":113.994,""type"":""audio_features"",""id"":""5Rjqx6zfXkYO0isEZEyzoY"",""uri"":""spotify:track:5Rjqx6zfXkYO0isEZEyzoY"",""track_href"":""https://api.spotify.com/v1/tracks/5Rjqx6zfXkYO0isEZEyzoY"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/5Rjqx6zfXkYO0isEZEyzoY"",""duration_ms"":246288,""time_signature"":4}","Those Who Ride With Giants","The Promise of the Setting Sun"
"[]","{""danceability"":0.46,""energy"":0.267,""key"":2,""loudness"":-13.413,""mode"":1,""speechiness"":0.0399,""acousticness"":0.815,""instrumentalness"":0.0101,""liveness"":0.656,""valence"":0.0388,""tempo"":136.908,""type"":""audio_features"",""id"":""2176dNaYHZvszJxrdK3EGK"",""uri"":""spotify:track:2176dNaYHZvszJxrdK3EGK"",""track_href"":""https://api.spotify.com/v1/tracks/2176dNaYHZvszJxrdK3EGK"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/2176dNaYHZvszJxrdK3EGK"",""duration_ms"":234803,""time_signature"":4}","Hazlett","Lowdown, Lay It On"
"[]","{""danceability"":0.431,""energy"":0.334,""key"":1,""loudness"":-9.88,""mode"":1,""speechiness"":0.0319,""acousticness"":0.651,""instrumentalness"":0.0184,""liveness"":0.147,""valence"":0.0449,""tempo"":94.492,""type"":""audio_features"",""id"":""1tvJf62LAwhnx8cInsfRZM"",""uri"":""spotify:track:1tvJf62LAwhnx8cInsfRZM"",""track_href"":""https://api.spotify.com/v1/tracks/1tvJf62LAwhnx8cInsfRZM"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1tvJf62LAwhnx8cInsfRZM"",""duration_ms"":249429,""time_signature"":4}","Lilla Vargen","Downtown"
"[]","{""danceability"":0.451,""energy"":0.361,""key"":9,""loudness"":-13.625,""mode"":1,""speechiness"":0.0326,""acousticness"":0.871,""instrumentalness"":0.939,""liveness"":0.108,""valence"":0.0357,""tempo"":160.101,""type"":""audio_features"",""id"":""6UIbngsXePaZzRbnB9cL6R"",""uri"":""spotify:track:6UIbngsXePaZzRbnB9cL6R"",""track_href"":""https://api.spotify.com/v1/tracks/6UIbngsXePaZzRbnB9cL6R"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/6UIbngsXePaZzRbnB9cL6R"",""duration_ms"":120000,""time_signature"":4}","Bonjr","Just Finished My Finals and This Is How I Feel"
"[]","{""danceability"":0.613,""energy"":0.551,""key"":4,""loudness"":-10.502,""mode"":0,""speechiness"":0.0336,""acousticness"":0.57,""instrumentalness"":0.00473,""liveness"":0.117,""valence"":0.274,""tempo"":116.977,""type"":""audio_features"",""id"":""0gcVJ2G7f7mD64ouqgKKfx"",""uri"":""spotify:track:0gcVJ2G7f7mD64ouqgKKfx"",""track_href"":""https://api.spotify.com/v1/tracks/0gcVJ2G7f7mD64ouqgKKfx"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0gcVJ2G7f7mD64ouqgKKfx"",""duration_ms"":151745,""time_signature"":4}","Kississippi","Indigo"
"[]","{""danceability"":0.608,""energy"":0.524,""key"":11,""loudness"":-6.782,""mode"":0,""speechiness"":0.0303,""acousticness"":0.00498,""instrumentalness"":0.0229,""liveness"":0.0866,""valence"":0.447,""tempo"":128.059,""type"":""audio_features"",""id"":""0lxj6BZftD5jG6Hio7klwe"",""uri"":""spotify:track:0lxj6BZftD5jG6Hio7klwe"",""track_href"":""https://api.spotify.com/v1/tracks/0lxj6BZftD5jG6Hio7klwe"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0lxj6BZftD5jG6Hio7klwe"",""duration_ms"":224258,""time_signature"":4}","Pierce Fulton","Autumn Blossom (feat. Noosa)"
"[]","{""danceability"":0.514,""energy"":0.209,""key"":6,""loudness"":-11.266,""mode"":1,""speechiness"":0.0679,""acousticness"":0.226,""instrumentalness"":0.0000897,""liveness"":0.0921,""valence"":0.0468,""tempo"":131.143,""type"":""audio_features"",""id"":""1sb9Ez8XeECe3tqwLpcxjJ"",""uri"":""spotify:track:1sb9Ez8XeECe3tqwLpcxjJ"",""track_href"":""https://api.spotify.com/v1/tracks/1sb9Ez8XeECe3tqwLpcxjJ"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1sb9Ez8XeECe3tqwLpcxjJ"",""duration_ms"":215132,""time_signature"":5}","IDER","Pulse"
"[]","{""danceability"":0.672,""energy"":0.441,""key"":10,""loudness"":-9.906,""mode"":1,""speechiness"":0.0331,""acousticness"":0.191,""instrumentalness"":0.72,""liveness"":0.086,""valence"":0.574,""tempo"":89.954,""type"":""audio_features"",""id"":""57DnecdCGuUZeXXzeugYCN"",""uri"":""spotify:track:57DnecdCGuUZeXXzeugYCN"",""track_href"":""https://api.spotify.com/v1/tracks/57DnecdCGuUZeXXzeugYCN"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/57DnecdCGuUZeXXzeugYCN"",""duration_ms"":246000,""time_signature"":3}","Tocaio","Naps"
"[""math rock"",""Progressive rock"",""jazz fusion"",""Jazz Rock""]","{""danceability"":0.64,""energy"":0.629,""key"":6,""loudness"":-8.425,""mode"":0,""speechiness"":0.0318,""acousticness"":0.196,""instrumentalness"":0.791,""liveness"":0.225,""valence"":0.332,""tempo"":92.443,""type"":""audio_features"",""id"":""2IIhKqYJtVIH79183A9WCK"",""uri"":""spotify:track:2IIhKqYJtVIH79183A9WCK"",""track_href"":""https://api.spotify.com/v1/tracks/2IIhKqYJtVIH79183A9WCK"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/2IIhKqYJtVIH79183A9WCK"",""duration_ms"":255081,""time_signature"":4}","Stage Kids","321"
