"tags","features","artist_name","track_name"
"[""80s"",""amayzes loved"",""pop"",""funk"",""davaho53"",""fun"",""animals"",""Old School soul"",""best songs of the 80s"",""Dinosaur"",""Walk the Dinosaur"",""classic rock"",""classic"",""catchy"",""Awesome"",""guitar"",""quirky"",""club"",""funky"",""Rousing"",""kids"",""guilty pleasure"",""top 40"",""ridiculous"",""Guilty Pleasures"",""cheesy"",""9 of 10 stars"",""freedom"",""nostalgia"",""my childhood"",""eclectonia"",""all the best"",""title is a full sentence"",""10 of 10 stars"",""4 of 10 stars"",""meme"",""animal songs"",""1987"",""dinosaurs"",""more cowbell"",""synth funk"",""top artists"",""s"",""b"",""walk"",""4chan"",""get up and dance"",""rad-o-rama"",""this makes me smile"",""old school dance"",""songs it took me forever to find"",""Lulz: A corruption of LOL"",""in the mix"",""alegria"",""outrageously camp video"",""Brems Tagg radio"",""Land of a thousand dances"",""dinocore"",""real brooklyn style pizza"",""essential 80s"",""rakt over disc"",""Get on the Floor"",""nsfw show"",""the word walk"",""the word dinosaur"",""open the door"",""everybody walk the dinosaur"",""song where uncontrollable dancing ensues"",""zphunk"",""fhEasy"",""tuesday song"",""aaaaaaaaaaaaaagh"",""bubby tunes"",""homework pl"",""Ricky Rouse"",""WAKL THE DINOSAUR""]","{""danceability"":0.802,""energy"":0.794,""key"":2,""loudness"":-12.087,""mode"":1,""speechiness"":0.0492,""acousticness"":0.115,""instrumentalness"":0.0121,""liveness"":0.0808,""valence"":0.909,""tempo"":115.361,""type"":""audio_features"",""id"":""0xlq96UPZXVBqfNZP1WpfM"",""uri"":""spotify:track:0xlq96UPZXVBqfNZP1WpfM"",""track_href"":""https://api.spotify.com/v1/tracks/0xlq96UPZXVBqfNZP1WpfM"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0xlq96UPZXVBqfNZP1WpfM"",""duration_ms"":262333,""time_signature"":4}","Was (Not Was)","Walk The Dinosaur"
"[""80s"",""pop"",""female vocalists"",""dance"",""british"",""Kim Wilde"",""new wave"",""cover"",""covers"",""party"",""Disco"",""female vocalist"",""80's"",""1986"",""female"",""rock"",""we love the 80s"",""electronic"",""eighties"",""favourite"",""1987"",""singer-songwriter"",""UK"",""favorites"",""synthpop"",""good"",""top 40"",""1980s"",""you keep me hangin on"",""sexy"",""catchy"",""synth pop"",""britpop"",""synth"",""fun"",""female vocals"",""gotanygoodmusic"",""classic rock"",""pop rock"",""memories"",""Love"",""soft rock"",""Retro"",""3"",""oldies"",""top"",""1"",""synthesizer"",""love songs"",""80"",""4"",""Pop-Rock"",""Guilty Pleasures"",""Girl"",""6 of 10 stars"",""Favourite Songs"",""80s Pop"",""nice elevator music"",""great intros"",""Shady"",""top artists"",""supremes cover"",""best mouth in rock"",""p"",""hi fidelity"",""leapsandloved"",""grady"",""living in oblivion"",""us number one"",""galaxystardust"",""The 1980s"",""moody 80s"",""crazy 80s"",""Gerby"",""I miss these days sometimes"",""high school reunion"",""number 1 pop singles of 1987"",""finis"",""dake"",""dake-bonoism""]","{""danceability"":0.688,""energy"":0.71,""key"":7,""loudness"":-11.08,""mode"":0,""speechiness"":0.033,""acousticness"":0.0886,""instrumentalness"":0.000154,""liveness"":0.146,""valence"":0.669,""tempo"":123.438,""type"":""audio_features"",""id"":""0JEvuAzHVTU1hFFShRS858"",""uri"":""spotify:track:0JEvuAzHVTU1hFFShRS858"",""track_href"":""https://api.spotify.com/v1/tracks/0JEvuAzHVTU1hFFShRS858"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0JEvuAzHVTU1hFFShRS858"",""duration_ms"":255133,""time_signature"":4}","Kim Wilde","You Keep Me Hangin' On"
"[""80s"",""pop"",""dance"",""rnb"",""cover"",""amayzes loved"",""Disco"",""covers"",""catchy"",""1987"",""cover favorites"",""davaho53"",""soul"",""Love"",""funk"",""upbeat"",""r&b"",""Mellow"",""Favorite"",""1980s"",""Sentimental"",""one-hit wonders"",""lean on me"",""Club Nouveau"",""chillout"",""electronica"",""memories"",""happy"",""new wave"",""easy listening"",""romantic"",""groove"",""Driving"",""eighties"",""american"",""old skool"",""party"",""motherhood"",""synthpop"",""old school"",""Uplifting"",""male vocalists"",""new jack swing"",""80's"",""1986"",""Tribute"",""popular"",""sampled"",""Favourites"",""8 of 10 stars"",""freestyle"",""roller rink"",""Black"",""childhood"",""ok"",""favorite tracks"",""4 of 10 stars"",""Radio Music"",""extensive vamping"",""major key tonality"",""Old School soul"",""anthem"",""parenthood"",""Bill Withers"",""great cover"",""sing"",""mood: secure"",""more cowbell"",""one hit wonder"",""Remake"",""the best"",""billboard number ones"",""upbeat lyrics"",""prominent synth drums"",""fatherhood"",""groovie"",""covers that arent an exact replica of the original or are just really fabulous in some other way"",""old school dance"",""gives me chills"",""have to sing along"",""High School Memories"",""mood: upbeat"",""1980's"",""80s soul"",""New Wave and Eighties"",""bill withers cover"",""I love them"",""latin freestyle"",""alegria"",""cover me"",""ATF"",""heavy use of vocal harmonies"",""paired vocal harmony"",""gospel influences"",""use of ambient synths"",""us number one"",""a smooth male lead vocalist"",""nice to hear"",""songs im ashamed to like"",""bands ive seen in concert""]","{""danceability"":0.738,""energy"":0.67,""key"":0,""loudness"":-8.93,""mode"":1,""speechiness"":0.132,""acousticness"":0.185,""instrumentalness"":0,""liveness"":0.0989,""valence"":0.687,""tempo"":177.278,""type"":""audio_features"",""id"":""71zYfN62RYF7Y5N9ZlYWrF"",""uri"":""spotify:track:71zYfN62RYF7Y5N9ZlYWrF"",""track_href"":""https://api.spotify.com/v1/tracks/71zYfN62RYF7Y5N9ZlYWrF"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/71zYfN62RYF7Y5N9ZlYWrF"",""duration_ms"":348573,""time_signature"":4}","Club Nouveau","Lean On Me"
"[]","{""danceability"":0.326,""energy"":0.764,""key"":11,""loudness"":-5.133,""mode"":1,""speechiness"":0.0451,""acousticness"":0.255,""instrumentalness"":0,""liveness"":0.678,""valence"":0.203,""tempo"":139.249,""type"":""audio_features"",""id"":""0QdEmn539EsxyD8SOmxxAg"",""uri"":""spotify:track:0QdEmn539EsxyD8SOmxxAg"",""track_href"":""https://api.spotify.com/v1/tracks/0QdEmn539EsxyD8SOmxxAg"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0QdEmn539EsxyD8SOmxxAg"",""duration_ms"":237588,""time_signature"":4}","T'Pau","China In Your Hand - Single Version"
"[""Hip-Hop"",""rock"",""rap"",""aerosmith""]","{""danceability"":0.759,""energy"":0.578,""key"":6,""loudness"":-12.56,""mode"":0,""speechiness"":0.0468,""acousticness"":0.00796,""instrumentalness"":0.0000818,""liveness"":0.0605,""valence"":0.944,""tempo"":105.598,""type"":""audio_features"",""id"":""6qUEOWqOzu1rLPUPQ1ECpx"",""uri"":""spotify:track:6qUEOWqOzu1rLPUPQ1ECpx"",""track_href"":""https://api.spotify.com/v1/tracks/6qUEOWqOzu1rLPUPQ1ECpx"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/6qUEOWqOzu1rLPUPQ1ECpx"",""duration_ms"":309760,""time_signature"":4}","Run–D.M.C.","Walk This Way"
"[]","{""danceability"":0.489,""energy"":0.883,""key"":8,""loudness"":-5.621,""mode"":1,""speechiness"":0.0691,""acousticness"":0.00707,""instrumentalness"":0.000933,""liveness"":0.143,""valence"":0.395,""tempo"":133.585,""type"":""audio_features"",""id"":""5SLWPi682RrYTKcFijrb0n"",""uri"":""spotify:track:5SLWPi682RrYTKcFijrb0n"",""track_href"":""https://api.spotify.com/v1/tracks/5SLWPi682RrYTKcFijrb0n"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/5SLWPi682RrYTKcFijrb0n"",""duration_ms"":208987,""time_signature"":5}","Beastie Boys","(You Gotta ) Fight For Your Right (To Party)"
"[""alternative rock"",""rock"",""alternative"",""indie"",""indie rock"",""80s"",""punk"",""pixies"",""american"",""seen live"",""under two minutes"",""USA"",""4ad"",""1988"",""instrumental"",""Grunge"",""noise rock"",""college rock"",""noise"",""pop"",""indie pop"",""alternative pop rock"",""new wave"",""Energetic"",""angry"",""80s alternative"",""proto-grunge"",""chillout"",""classic"",""emo"",""Surf"",""female vocalists"",""albums I own"",""Stoner Rock"",""Love"",""Alternative  Punk"",""post-punk"",""blues"",""ska"",""quirky"",""weird"",""90s"",""dirty"",""noise pop"",""great"",""Indie-Rock"",""adrenaline"",""intense"",""raw"",""cool"",""female vocalist"",""John Peel"",""hate"",""indierock"",""4"",""8 of 10 stars"",""9 of 10 stars"",""anger"",""surf punk"",""hardcore punk"",""Eargasm"",""10s"",""friendsofthekingofrummelpop"",""4 Stars"",""1980s"",""emusic"",""7 of 10 stars"",""dance party"",""the pixies"",""never gets old"",""scream"",""5"",""Insanity"",""puerto rico"",""pogo"",""influential"",""rockin"",""music for an ass-beating"",""Favorite songs ever"",""20th Century"",""Noise-pop"",""college music"",""mighty tracks"",""scenester rock"",""awesomenessss"",""Cooking Vinyl"",""rock action"",""under three minutes"",""noise guitar"",""noise-punk"",""somafm"",""songs that i would never listen to that lastfm has added to my profile randomly"",""indie poprock"",""Music to download"",""radio hugh"",""new last fm design SUCKS"",""Listen To This"",""what is rock exactly and does it matter"",""americain"",""Massachussets""]","{""danceability"":0.22,""energy"":0.828,""key"":1,""loudness"":-11.658,""mode"":1,""speechiness"":0.084,""acousticness"":0.00195,""instrumentalness"":0.848,""liveness"":0.0907,""valence"":0.245,""tempo"":189.92,""type"":""audio_features"",""id"":""0W1M8vt5AoAidBEah3NE0H"",""uri"":""spotify:track:0W1M8vt5AoAidBEah3NE0H"",""track_href"":""https://api.spotify.com/v1/tracks/0W1M8vt5AoAidBEah3NE0H"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0W1M8vt5AoAidBEah3NE0H"",""duration_ms"":110413,""time_signature"":4}","Pixies","Something Against You"
"[""hip hop"",""Hip-Hop"",""rap"",""political"",""old school rap"",""seen live"",""Classic Hip Hop"",""classic rock"",""electronic"",""indie"",""pop"",""classic"",""country"",""instrumental"",""80s"",""Grunge"",""alternative"",""reggae"",""emo"",""folk"",""indie rock"",""hard rock"",""dub"",""singer-songwriter"",""Progressive rock"",""arabic"",""dance"",""pop rock"",""world"",""Symphonic Rock"",""instrumental rock"",""spoken word"",""hiphop"",""oldies"",""punk rock"",""comedy"",""aggressive"",""fun"",""Psychedelic Rock"",""glam rock"",""proto-punk"",""True Hip Hop"",""New York Punk"",""politics"",""fallon"",""rai"",""Favourite Songs"",""REVOLUTIONARY"",""Real hip-hop"",""conscious"",""general unclassifiable"",""The Shit"",""classic hip-hop"",""grandma"",""favorite rap songs"",""EXTRA BUTTA"",""Zappa - Flo and Eddie"",""put acid into noise"",""DARK GABLE"",""HARVEY WALLBANGER"",""ICE CREAM JONES"",""NEW HEFNER""]","{""danceability"":0.788,""energy"":0.707,""key"":11,""loudness"":-13.85,""mode"":1,""speechiness"":0.167,""acousticness"":0.26,""instrumentalness"":0,""liveness"":0.116,""valence"":0.648,""tempo"":100.882,""type"":""audio_features"",""id"":""2ayzuQcTdXpwk829moZX4W"",""uri"":""spotify:track:2ayzuQcTdXpwk829moZX4W"",""track_href"":""https://api.spotify.com/v1/tracks/2ayzuQcTdXpwk829moZX4W"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/2ayzuQcTdXpwk829moZX4W"",""duration_ms"":281067,""time_signature"":4}","Public Enemy","Public Enemy No.1"
"[""80s"",""new wave"",""synthpop"",""electronic"",""Depeche Mode"",""synth pop"",""alternative"",""british"",""pop"",""rock"",""1987"",""Strangelove"",""electronica"",""alternative rock"",""Love"",""new romantic"",""DM"",""dance"",""favorites"",""favorite songs"",""sexy"",""industrial"",""90s"",""electro"",""synth"",""darkwave"",""Awesome"",""80's"",""seen live"",""techno"",""UK"",""favourite"",""music for the masses"",""electropop"",""post-punk"",""male vocalists"",""Depeche"",""classic"",""happy"",""Electro Pop"",""alternative dance"",""i am a party girl here is my soundtrack"",""electro-pop"",""best songs ever"",""amayzes loved"",""songs I absolutely love"",""she wants revenge"",""Depeche Mode-Strangelove"",""beautiful"",""Retro"",""Mellow"",""dance pop"",""80"",""fav"",""Favourites"",""classics"",""3 of 10 stars"",""loved tracks"",""best of 80s"",""Martin Gore"",""Dave Gahan"",""-favorites-"",""golden 80s"",""davaho53"",""-pop-and-hip-hop-"",""rockitz""]","{""danceability"":0.569,""energy"":0.937,""key"":4,""loudness"":-5.137,""mode"":0,""speechiness"":0.0362,""acousticness"":0.00323,""instrumentalness"":0.00769,""liveness"":0.29,""valence"":0.831,""tempo"":119.117,""type"":""audio_features"",""id"":""5fOTTncQQH1YH5MAjdroWG"",""uri"":""spotify:track:5fOTTncQQH1YH5MAjdroWG"",""track_href"":""https://api.spotify.com/v1/tracks/5fOTTncQQH1YH5MAjdroWG"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/5fOTTncQQH1YH5MAjdroWG"",""duration_ms"":224493,""time_signature"":4}","Depeche Mode","Strangelove"
"[""80s"",""pop"",""new wave"",""dance"",""british"",""synthpop"",""Frankie goes to Hollywood"",""electronic"",""rock"",""relax"",""party"",""Disco"",""synth pop"",""80's"",""electronica"",""1983"",""oldies"",""1984"",""gay"",""classic rock"",""UK"",""trevor horn"",""Hi-NRG"",""sex"",""male vocalists"",""zoolander"",""favorites"",""england"",""80s Pop"",""one hit wonder"",""80s favorites"",""britpop"",""upbeat"",""Frankie"",""80er"",""Porieux-loved"",""alternative"",""pop rock"",""synth"",""fun"",""i am a party girl here is my soundtrack"",""english"",""amayzes loved"",""80s y 90s"",""uk number one"",""FGTH""]","{""danceability"":0.677,""energy"":0.83,""key"":11,""loudness"":-8.147,""mode"":0,""speechiness"":0.0389,""acousticness"":0.295,""instrumentalness"":0.0000104,""liveness"":0.0295,""valence"":0.705,""tempo"":114.921,""type"":""audio_features"",""id"":""1K3RzyzlBhMzOZtR0yepeb"",""uri"":""spotify:track:1K3RzyzlBhMzOZtR0yepeb"",""track_href"":""https://api.spotify.com/v1/tracks/1K3RzyzlBhMzOZtR0yepeb"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1K3RzyzlBhMzOZtR0yepeb"",""duration_ms"":236787,""time_signature"":4}","Frankie Goes To Hollywood","Relax"
"[""pop"",""80s"",""Madonna"",""dance"",""female vocalists"",""latin"",""la isla bonita"",""rock"",""latin pop"",""female vocalist"",""classic"",""american"",""1986"",""favorites"",""memories"",""summer"",""nostalgic"",""80's"",""Disco"",""USA"",""90s"",""spanish"",""electronic"",""female"",""sexy"",""dance-pop"",""oldies"",""dance pop"",""chillout"",""Love"",""romantic"",""Favourites"",""1987"",""amayzes loved"",""pop rock"",""samba"",""female vocals"",""top 40"",""new wave"",""adult contemporary"",""other"",""upbeat"",""favourite"",""relax"",""sing along"",""10 of 10 stars"",""80s Pop"",""Pop Life"",""West Coast swing"",""davaho53"",""uk number one"",""vugube62""]","{""danceability"":0.708,""energy"":0.832,""key"":1,""loudness"":-4.736,""mode"":0,""speechiness"":0.0362,""acousticness"":0.392,""instrumentalness"":0.00000133,""liveness"":0.0561,""valence"":0.968,""tempo"":99.953,""type"":""audio_features"",""id"":""2Iib2MV3ECFJAourgP9dlY"",""uri"":""spotify:track:2Iib2MV3ECFJAourgP9dlY"",""track_href"":""https://api.spotify.com/v1/tracks/2Iib2MV3ECFJAourgP9dlY"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/2Iib2MV3ECFJAourgP9dlY"",""duration_ms"":242947,""time_signature"":4}","Madonna","La Isla Bonita"
"[""funk"",""80s"",""dance"",""pop"",""rnb"",""cameo"",""soul"",""party"",""Disco"",""funky"",""1986"",""Word up"",""oldies"",""r&b"",""cool"",""cameo-word up"",""rock"",""favorites"",""rhythm and blues"",""i am a party girl here is my soundtrack"",""1980s"",""80s y 90s"",""genius"",""old school"",""male vocalists"",""80's"",""cheesy"",""best of funk"",""electronic"",""hip hop"",""catchy"",""Awesome"",""american"",""beat"",""8 of 10 stars"",""Favourite Songs"",""Old School soul"",""volume up"",""afro armpit funk"",""Funk Tag"",""vugube62""]","{""danceability"":0.863,""energy"":0.839,""key"":6,""loudness"":-13.1,""mode"":0,""speechiness"":0.0616,""acousticness"":0.0479,""instrumentalness"":0.00784,""liveness"":0.0467,""valence"":0.878,""tempo"":116.215,""type"":""audio_features"",""id"":""43r1dGvg8RkARjctRlSYNC"",""uri"":""spotify:track:43r1dGvg8RkARjctRlSYNC"",""track_href"":""https://api.spotify.com/v1/tracks/43r1dGvg8RkARjctRlSYNC"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/43r1dGvg8RkARjctRlSYNC"",""duration_ms"":261000,""time_signature"":4}","Cameo","Word Up"
"[""80s"",""Disco"",""dance"",""electronica"",""oldies"",""streamable track wants"",""the best"",""genial"",""mola"",""para escuchar"",""guateque"",""v10 para escuchar"",""mitica"",""oh rules"",""v10 electronica"",""v10 genial"",""v10 mola"",""tiempo pasado"",""v10 guateque"",""v10 tiempo pasado"",""conale"",""perlast""]","{""danceability"":0.907,""energy"":0.564,""key"":0,""loudness"":-9.29,""mode"":1,""speechiness"":0.0568,""acousticness"":0.000928,""instrumentalness"":0.65,""liveness"":0.108,""valence"":0.229,""tempo"":122.632,""type"":""audio_features"",""id"":""0B5kY9i9bmP7554oU4jRoO"",""uri"":""spotify:track:0B5kY9i9bmP7554oU4jRoO"",""track_href"":""https://api.spotify.com/v1/tracks/0B5kY9i9bmP7554oU4jRoO"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0B5kY9i9bmP7554oU4jRoO"",""duration_ms"":245413,""time_signature"":4}","Lipps Inc.","Funkytown - Single Version"
"[""80s"",""pop"",""female vocalists"",""Soundtrack"",""Disco"",""70s"",""Olivia Newton-john"",""oldies"",""rock"",""dance"",""soft rock"",""Soundtracks"",""1980"",""xanadu"",""diva"",""musicals"",""party"",""nostalgic"",""favourite"",""female vocals"",""female vocalist"",""soft pop"",""Favourites"",""lost"",""electric"",""1980s"",""Movies"",""x"",""Electric Light Orchestra"",""miianens playlist"",""electronic"",""vocal"",""british"",""pop rock"",""australian"",""favorites"",""repetitive"",""new wave"",""dance-pop"",""synth pop"",""Gothic"",""Awesome"",""guitar"",""strings"",""electric guitar"",""Retro"",""eighties"",""upbeat"",""Energetic"",""kitsch"",""musical"",""gay"",""amazing"",""ethereal"",""synthesizer"",""keyboard"",""percussion"",""guilty pleasure"",""ELO"",""laptop"",""top 40"",""Guilty Pleasures"",""Disco Pop"",""Trash"",""sunny"",""smile"",""male vocals"",""fuck yeah"",""fantasy"",""Favourite Songs"",""Brutal Death Metal"",""Jams"",""lolz"",""grease"",""singles"",""close harmony"",""Olivia"",""Tasty"",""audiosurf"",""Celestial"",""relaxed not bored"",""net"",""Movie Music"",""My Favourites"",""i love you"",""top artists"",""Beelloved"",""pathos"",""The British are coming"",""gay anthem"",""divas"",""Jazzy Beats"",""wish"",""Pop Life"",""damn catchy"",""fictional place names"",""scarebears loved tracks"",""awesome 80s"",""t"",""SP""]","{""danceability"":0.635,""energy"":0.584,""key"":6,""loudness"":-9.112,""mode"":1,""speechiness"":0.0296,""acousticness"":0.118,""instrumentalness"":0,""liveness"":0.29,""valence"":0.711,""tempo"":127.626,""type"":""audio_features"",""id"":""0cXFXgFns7sIMmTpqyGRmD"",""uri"":""spotify:track:0cXFXgFns7sIMmTpqyGRmD"",""track_href"":""https://api.spotify.com/v1/tracks/0cXFXgFns7sIMmTpqyGRmD"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/0cXFXgFns7sIMmTpqyGRmD"",""duration_ms"":208240,""time_signature"":4}","Olivia Newton-John","Xanadu"
"[""soul"",""70s"",""Disco"",""oldies"",""pop"",""motown"",""funk"",""WORKING MY WAY BACK TO YOU"",""dance"",""RandB"",""80s"",""rnb"",""male vocalists"",""Beelloved"",""The Spinners"",""rock"",""Smooth Soul"",""guitar"",""detroit"",""covers"",""old school"",""best covers"",""male vocalist"",""live"",""rhythm and blues"",""songs i love"",""Philly"",""gold"",""Love it"",""personal favourites"",""eclectonia"",""all the best"",""medley"",""philly soul"",""1980"",""60"",""close harmony"",""the best"",""70's"",""best songs of the 80s"",""70s pop"",""wrong track streaming"",""my favorite"",""that 80s tag"",""classic soul"",""rad-o-rama"",""i feel good"",""New Wave and Eighties"",""1980-3"",""R&B/Soul"",""funkpeacesoul"",""60s cover"",""roller disco"",""DisCompany"",""back in the day"",""early 1980s"",""solx"",""to classify"",""emo in disguise with diamonds"",""moldy oldies"",""i know all the words to this"",""Dramatics"",""mushy stuff"",""i will always love this song"",""easyplay"",""not original"",""Radiotsar approved"",""sooz soul"",""Sarnalios"",""Classic Hit"",""jacky brown"",""old skool rnb"",""to own and possess"",""rjw best 2009"",""fhEasy"",""leapsandcrazyhorse"",""vladsfavs"",""Oldies Tag"",""disco tag"",""my my spinners"",""on the way to disneyland"",""a feel-good jive"",""feelings for this are inexplicable"",""gerals levert"",""working my wal back to toy""]","{""danceability"":0.818,""energy"":0.768,""key"":9,""loudness"":-6.975,""mode"":0,""speechiness"":0.0482,""acousticness"":0.289,""instrumentalness"":0.00000473,""liveness"":0.107,""valence"":0.922,""tempo"":121.562,""type"":""audio_features"",""id"":""7cLkQkC9Z7hnN767rfRl5G"",""uri"":""spotify:track:7cLkQkC9Z7hnN767rfRl5G"",""track_href"":""https://api.spotify.com/v1/tracks/7cLkQkC9Z7hnN767rfRl5G"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/7cLkQkC9Z7hnN767rfRl5G"",""duration_ms"":242667,""time_signature"":4}","The Spinners","Working My Way Back to You"
"[""rock"",""female vocalists"",""90s"",""alternative"",""pop"",""alanis morissette"",""singer-songwriter"",""Canadian"",""alternative rock"",""ironic"",""pop rock"",""acoustic"",""female vocalist"",""female"",""indie"",""1995"",""great lyrics"",""live"",""easy listening"",""Unplugged"",""favorites"",""Favourites"",""catchy"",""alanis"",""canada"",""beautiful"",""memories"",""jagged little pill"",""Awesome"",""guitar"",""nostalgic"",""Mellow"",""favourite"",""female vocal"",""nostalgia"",""irony"",""Love"",""fun"",""Pop-Rock"",""relax"",""1996"",""classic rock"",""chill"",""classic"",""sad"",""soft rock"",""cool"",""Favorite"",""chillout"",""folk"",""relaxing"",""female vocals"",""Girl Rock"",""english"",""Alanis Morisette"",""Adult-Alternative"",""vocal"",""indie rock"",""soft"",""nice"",""High School"",""poprock"",""Favourite Songs"",""general rock"",""90s pop"",""My 90s"",""top song radio"",""Alanis Morissette - Ironic"",""seen live"",""favorite songs"",""hard rock"",""Driving"",""angry"",""90's"",""sweet"",""sing along"",""good music"",""chick rock"",""cute"",""smooth"",""melancholy"",""Adult Alternative"",""Bittersweet"",""female singers"",""single"",""girl power"",""1990s"",""favourite tracks"",""most loved"",""alanis ironic"",""not ironic"",""thoughtful"",""loved"",""Ballad"",""post-grunge"",""fav"",""alt rock"",""8 of 10 stars"",""life"",""childhood""]","{""danceability"":0.456,""energy"":0.635,""key"":11,""loudness"":-5.731,""mode"":1,""speechiness"":0.0573,""acousticness"":0.245,""instrumentalness"":0,""liveness"":0.194,""valence"":0.293,""tempo"":170.652,""type"":""audio_features"",""id"":""29YBihzQOmat0U74k4ukdx"",""uri"":""spotify:track:29YBihzQOmat0U74k4ukdx"",""track_href"":""https://api.spotify.com/v1/tracks/29YBihzQOmat0U74k4ukdx"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/29YBihzQOmat0U74k4ukdx"",""duration_ms"":228573,""time_signature"":4}","Alanis Morissette","Ironic"
"[""soul"",""rnb"",""Hip-Hop"",""90s"",""hip hop"",""cover"",""fugees"",""female vocalists"",""rap"",""Love"",""american"",""beautiful"",""r&b"",""hiphop"",""pop"",""classic"",""favorites"",""covers"",""Neo-Soul"",""chill"",""urban"",""smooth"",""High School"",""rhythm and blues"",""female vocal"",""slow jams"",""1996"",""90s Rnb"",""jazzyslovedrnbsoul"",""old nostalgic"",""killing me softly with his song"",""christian alexander tietgen"",""alternative rock"",""sexy"",""lounge"",""female vocals"",""loved"",""live"",""Ballad"",""Rap  Hip-Hop"",""mmm"",""lovers rock"",""liked it"",""female-vocalist"",""DarkestRose-loved tracks"",""Roberta Flack"",""nice track"",""hip hop-soul"",""i bet you wish you was black too"",""rnb mellow"",""sentimentals"",""electronica"",""female"",""country"",""reggae"",""sad"",""downtempo"",""singer-songwriter"",""pop rock"",""slow"",""catchy"",""epic"",""easy listening"",""RB"",""quiet storm"",""funk"",""blues"",""moody"",""vocals"",""male vocal"",""eu"",""r and b"",""beats"",""amazing"",""spiritual"",""great song"",""band"",""groovy"",""cool"",""samples"",""love songs"",""4"",""Favorite"",""R"",""ruhig"",""brilliant"",""lovely"",""bootlegs"",""lyrics"",""FM4"",""love song"",""smoking"",""work"",""Black"",""lost"",""male vocals"",""beautiful voice"",""Masterpiece"",""badass"",""1990s""]","{""danceability"":0.765,""energy"":0.29,""key"":4,""loudness"":-17.117,""mode"":0,""speechiness"":0.139,""acousticness"":0.0279,""instrumentalness"":0.00000102,""liveness"":0.571,""valence"":0.506,""tempo"":92.409,""type"":""audio_features"",""id"":""1MAqR81Tz28IIqMJ2KUDAO"",""uri"":""spotify:track:1MAqR81Tz28IIqMJ2KUDAO"",""track_href"":""https://api.spotify.com/v1/tracks/1MAqR81Tz28IIqMJ2KUDAO"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/1MAqR81Tz28IIqMJ2KUDAO"",""duration_ms"":298773,""time_signature"":4}","Fugees","Killing Me Softly with His Song"
"[]","{""danceability"":0.727,""energy"":0.969,""key"":7,""loudness"":-4.493,""mode"":1,""speechiness"":0.0419,""acousticness"":0.00945,""instrumentalness"":0.0017,""liveness"":0.364,""valence"":0.737,""tempo"":128.05,""type"":""audio_features"",""id"":""5CNs4YXFuXSgAHeRQb4B5T"",""uri"":""spotify:track:5CNs4YXFuXSgAHeRQb4B5T"",""track_href"":""https://api.spotify.com/v1/tracks/5CNs4YXFuXSgAHeRQb4B5T"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/5CNs4YXFuXSgAHeRQb4B5T"",""duration_ms"":227240,""time_signature"":4}","Tori Amos","Professional Widow - Armand's Star Trunk Funk Mix"
"[]","{""danceability"":0.766,""energy"":0.563,""key"":9,""loudness"":-7.516,""mode"":0,""speechiness"":0.0339,""acousticness"":0.0263,""instrumentalness"":0.683,""liveness"":0.115,""valence"":0.964,""tempo"":126.007,""type"":""audio_features"",""id"":""3E7ZwUMJFqpsDOJzEkBrQ7"",""uri"":""spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7"",""track_href"":""https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7"",""duration_ms"":230640,""time_signature"":4}","Kylie Minogue","Can't Get You Out Of My Head"
"[""singer-songwriter""]","{""danceability"":0.529,""energy"":0.199,""key"":2,""loudness"":-16.902,""mode"":1,""speechiness"":0.0437,""acousticness"":0.836,""instrumentalness"":0.0805,""liveness"":0.116,""valence"":0.157,""tempo"":125.735,""type"":""audio_features"",""id"":""6ZDLexJoNgTqKnkF9rIxQ7"",""uri"":""spotify:track:6ZDLexJoNgTqKnkF9rIxQ7"",""track_href"":""https://api.spotify.com/v1/tracks/6ZDLexJoNgTqKnkF9rIxQ7"",""analysis_url"":""https://api.spotify.com/v1/audio-analysis/6ZDLexJoNgTqKnkF9rIxQ7"",""duration_ms"":268213,""time_signature"":4}","Yusuf / Cat Stevens","How Can I Tell You"
